,Component 1,Component 2,Component 3,Component 4,Component 5
63,0.06807439973467168,0.8244617486220555,0.17791783875580863,0.9275867399411323,0.7736536724386767
64,0.18306823588435917,0.11683237807322268,0.6584407939351172,0.6649171738608177,0.9611428963768003
65,0.6039159010389143,0.9651317174732694,0.4578472220452519,0.0033178045443101566,0.5069094717652375
66,0.3179169750154407,0.7710094891114342,0.0025133653376924175,0.12392424435678924,0.10493120492163792
67,0.0062115340579072574,0.7290950743053923,0.3922015054674761,0.9321554696809559,0.35068284506719993
68,0.005496229910020188,0.2593121196234505,0.6944668012886637,0.6183970964768559,0.14377322097427236
69,0.17457227784086105,0.7623593975541697,0.22954544086997306,0.9264897196523352,0.172794342865804
70,0.19749391147854492,0.041414221891284894,0.8545582463697345,0.4913969140687189,0.7626118669716405
71,0.59087691819619,0.7324095269521227,0.2140155058790635,0.5181808593104091,0.5704153093676878
72,0.28949991926086116,0.082101667090608,0.7326043159983505,0.09704170784199402,0.7320612863243213
73,0.36938630383280396,0.060772657976977305,0.7714156797327509,0.06304822436895251,0.7328796837048699
74,0.7825401056493987,0.32466371516972764,0.13357462182959023,0.053558799408964686,0.9069080076597716
75,0.8008898694761887,0.7960342265172929,0.9598364756261727,0.9339426546681642,0.0010821558747068243
76,0.24293769297636725,0.7101334191248747,0.8695429089458911,0.07800584796301606,0.18371285937086346
77,0.2603962130158376,0.07994781392221387,0.5768468678966663,0.026120247734893704,0.503915396784871
78,0.6836255499272299,0.3194413896499799,0.5095712857924523,0.2460963614569756,0.073558581986011
79,0.3338319087890726,0.6343926934071086,0.5341746697414996,0.017647836953594856,0.10674403262555088
80,0.6845289665411631,0.028207750000443784,0.20195066841398862,0.33444723320886427,0.5212747673779747
81,0.9664012517902614,0.25074206138667765,0.7094624823889153,0.13990619838483448,0.05357777666997976
82,0.21543358847195898,0.3205887552567046,0.5704592834271051,0.2821428814383819,0.14443159893854227
83,0.22939270391879932,0.965033917511433,0.4683158803710183,0.7323090851622917,0.25603613205323106
84,0.05436298812122759,0.8466435925801423,0.2460709883529214,0.7077456202884987,0.21841926193856065
85,0.4359493823302378,0.9369199545259572,0.2617750852604261,0.2121360664113656,0.7945541363296923
86,0.4914279729607357,0.9604994507240364,0.4428375927215024,0.4873085215656355,0.9915746432254795
87,0.16425914902469854,0.6343217078874432,0.26708003387558715,0.7519089755275619,0.19686212698880717
88,0.7549064636290225,0.16807548437536024,0.8212359814523063,0.3465323203991452,0.996301427292643
89,0.8944923047826595,0.42291643524950745,0.7226665147213849,0.7546901062307265,0.6843640087571945
90,0.7652507849385947,0.07053611524520183,0.5088895187910901,0.6602237034969459,0.4540649774065195
91,0.6011580925416147,0.09380871202521712,0.6434623566374148,0.6194232127878654,0.774895755795372
92,0.7876084915292937,0.7195642480482493,0.5176000721213393,0.20145060509105814,0.5667760049780454
93,0.14959616647325516,0.07063248036552902,0.7724036418518215,0.24759635111809378,0.22737385184833592
94,0.9645458898458517,0.6789354112075816,0.645801499381855,0.755437492204993,0.469105593373457
95,0.7925920483133172,0.5648636363834599,0.08387023589268032,0.04966920661177852,0.058323159122695464
96,0.1638108777723367,0.12780071152478642,0.5870287998008862,0.19304957673823125,0.30196918055331756
97,0.12512609489461715,0.8034995413702714,0.13741121420450633,0.458123552290803,0.3959969168350182
98,0.1298704360713174,0.20154187414261465,0.3472778681035768,0.5875667599877471,0.08341906637539842
99,0.3950606237627901,0.2831130002908651,0.592899823516747,0.9332150023906822,0.9785004296476725
100,0.5981106466842571,0.6376500570781154,0.7644017074791819,0.22208279607161258,0.7915307084016637
101,0.564586418846236,0.6538059860104868,0.9800828463242905,0.9801912834134776,0.6924594637961562
102,0.10547742111358024,0.8928248670289156,0.28609940171267856,0.7179428055847394,0.6412606986633111
103,0.8925621922498469,0.6974253152782576,0.4013234660124554,0.7766734217359594,0.802133511883594
104,0.9268656447483371,0.23471266419288725,0.14824457978441455,0.4986896195632996,0.16073956695891992
105,0.1352458595066633,0.3337872623729974,0.35656778236970876,0.5154938991352964,0.8011460674256863
106,0.9538457503954038,0.0957668896838845,0.4691097531189248,0.46990928452187153,0.0449322131937714
107,0.6580300653171981,0.20122809134808023,0.7543446869989286,0.07917032015244704,0.9760478725237994
108,0.9122215846717875,0.235259869315299,0.7824729970112727,0.9869993123089101,0.32209243822481876
109,0.199544811428801,0.4120870468859327,0.36058755100692774,0.6496243742197142,0.4593359986725795
110,0.7071480399349634,0.2898205596735921,0.1513062352888076,0.593728418480984,0.5504894657162773
111,0.8921156578996098,0.2642466921908129,0.5691046348442559,0.7666052112953318,0.5575172212228057
112,0.8002395901850057,0.3254689245600353,0.022381141573967787,0.5890898367242523,0.6997827585268119
113,0.838803582771405,0.8453642233608163,0.02256110797885035,0.13098585688898312,0.4893801215442928
114,0.7211275543720892,0.44050979063155415,0.8662988942703598,0.28275356631169607,0.0362153821451949
115,0.622013413406662,0.3993482722786618,0.9018274044241943,0.46347817537513974,0.47719072076303554
116,0.15888429592605882,0.39870886716266885,0.3197440802894069,0.10491328604307017,0.03159425358758139
117,0.9866032604097148,0.6949309338218643,0.3272222813290344,0.1538842043886063,0.6299440258050248
118,0.27712223759788523,0.8422405579377593,0.681851760190337,0.3414367570212609,0.5154349089744261
119,0.859609188085552,0.0896988571770375,0.5537921511248303,0.46584509645986,0.7946212559757975
120,0.9183269735403993,0.07158760540732244,0.48365602519795786,0.5378863736033954,0.49683985784729734
121,0.17662424205810906,0.39534329559491144,0.6389346068198232,0.13826959336679326,0.5297584610466829
122,0.6770394920594662,0.7333708923088711,0.93176077731418,0.3872299361357534,0.8488594324250246
123,0.6594698351182019,0.7140076459534859,0.5915005169892505,0.24034231083153543,0.9775949560364627
124,0.48730154500616274,0.8219256384531901,0.7603085553927025,0.8377318346216832,0.4348835375665809
125,0.5609406280450957,0.7252987495474629,0.5124919065632364,0.6997834107781098,0.8293937515795053
126,0.15466550219248032,0.830563442586688,0.21414193413590057,0.9464643281319982,0.85166239810779
127,0.9129857091690337,0.5767684628695031,0.22381956709751535,0.5234793814459421,0.334019691334823
128,0.14003111750634226,0.06663241750558657,0.4337675573986599,0.18310780554300812,0.2167844120696223
129,0.4393124019113679,0.7840359610510155,0.8673335676888237,0.4118459119711025,0.7053152746582335
130,0.0997557341681894,0.5065923365535341,0.5675161134447758,0.5338250302088294,0.5880932774785147
131,0.7143127954760697,0.043843549476918424,0.0914227727902362,0.27085190156796485,0.5650048866200039
132,0.9274339093087952,0.3050219761961516,0.1261075322743411,0.9407128637063256,0.2943725634907373
133,0.9907907507949425,0.19178364253341593,0.7015334041041658,0.7607279170121519,0.2623641047492471
134,0.10926184339133106,0.6622466334649049,0.07618538325752641,0.7566129465712603,0.23173146830665572
135,0.6266666252493696,0.3935803164481263,0.0012540596776417722,0.5477464118436227,0.7023037217121185
136,0.32264785078692265,0.027414205300067884,0.5027908388876707,0.80221399390547,0.20245237270238256
137,0.8472857634958799,0.39251252710532253,0.008979358045947324,0.3235202596441808,0.4256654066240707
138,0.45116508528213184,0.36349562816118014,0.3693515662460434,0.6753838709381318,0.17843785164522935
139,0.48980445190212885,0.4270346259930053,0.6092655587787583,0.9870944409692307,0.9426004371338329
140,0.6060811344853744,0.847851815497888,0.8697756363845419,0.1789314317988812,0.47882745027377605
141,0.5047132368153525,0.26937659714779105,0.5799515161891295,0.2148982512982353,0.3873003351301525
142,0.6342957586232162,0.8790739023398605,0.23015583876168483,0.3988330994788278,0.8392314290517999
143,0.056355682615132796,0.41810261028071055,0.7983963780501059,0.7348663768234619,0.13689642773949143
144,0.2627350410568388,0.9506853426516921,0.1542553136816818,0.1636832005867649,0.7968365570539242
145,0.42258417475880744,0.5124075294747013,0.3777606956803869,0.3602068930583111,0.60254151090091
146,0.0002612512836593872,0.24499767561772356,0.8554032814395952,0.7571242384968685,0.34269830366466625
147,0.5891398508978175,0.5359800942173231,0.6047435837133096,0.39437578899777354,0.7249994810137114
148,0.16731847337132816,0.565132629091131,0.18456003894690182,0.614843465830379,0.8915967744600319
149,0.16995365212151142,0.2625232097572324,0.6326668264129259,0.35150480780976084,0.5561008825772332
150,0.9078198527500438,0.10146495537566835,0.19504044496185569,0.35399022278041575,0.5346215038509353
151,0.3029559103085149,0.4686617263890084,0.5266719417212891,0.6026118757863274,0.5357756428530203
152,0.8018683730596649,0.8006299579420343,0.7209339804855508,0.33116313097447037,0.6806327898596449
153,0.4122449996235118,0.5511046926001377,0.819158520378039,0.28604754301631213,0.5327315058444629
154,0.8702834423671069,0.07430098994435962,0.34419663855424065,0.3733152180896402,0.24062603551223635
155,0.5280487258019996,0.24618687487711158,0.9142716941306461,0.4926405092318384,0.9813081478439372
156,0.8497347944651976,0.5965411754878225,0.03628967579888328,0.292267661489133,0.2748284672691024
157,0.05150932995060985,0.08623074288350029,0.8768189157977432,0.33951673005932476,0.7685211906105195
158,0.6800787726041424,0.9450691543657551,0.2889452221057843,0.004883408817082022,0.05549284046487216
159,0.6439973428277419,0.9436931874642528,0.44444442886558183,0.27835406452439054,0.9791130989591044
160,0.8938149318842948,0.556860079611785,0.3022119278949221,0.7691726546497121,0.9609206833445016
161,0.9093619844539849,0.08536486154210549,0.3039394607827396,0.7585014715500648,0.5396627262843652
162,0.6244075743619137,0.2835494794588117,0.9089522047934422,0.7173520703415027,0.008424321392837053
163,0.07058322068216996,0.10134050342848584,0.8487068674147431,0.1625073169516606,0.3157252872514736
164,0.2664196816950013,0.5247583107335262,0.49772237608401526,0.5772237467112544,0.28002839068911545
165,0.07230681786726441,0.46818818477904844,0.38806496223420484,0.8929346925337243,0.5691214619668636
166,0.9834619501479142,0.1611335682343727,0.8205412243643605,0.45095818529764253,0.07147046516680002
167,0.10896070643286938,0.3914668097524939,0.766523871137437,0.5037792287588141,0.19729300550133397
168,0.8646653148977719,0.3498304748651982,0.20404026328254082,0.9972065113886442,0.3585451514245233
169,0.3441339744855965,0.3548056763876403,0.49915173909573174,0.07682529365564116,0.6272063212912508
170,0.7524715645349797,0.0013613253658744647,0.873479361553556,0.3875938428124493,0.24772380954997486
171,0.07367171174448621,0.052618069886579626,0.7176357355747556,0.5445774618543974,0.25655690834064193
172,0.08456782626020908,0.06312079797373629,0.6952271378737737,0.47509216435906276,0.5336270088984655
173,0.2519398402588303,0.7348092346891094,0.6720553447177107,0.8237407270131594,0.8171215695617606
174,0.030771756434650827,0.13961167591193424,0.701385728360131,0.43707024363224123,0.31316792628813833
175,0.3375501149083431,0.28008279968506034,0.47252810766462977,0.6257424733568465,0.42422578380731796
176,0.4245092228348363,0.3164216104121691,0.48979732319005587,0.41045583740795555,0.3135364390535591
177,0.08268244706024,0.5102800748819792,0.17022227163291181,0.3774590662408325,0.3122669040443376
178,0.8532104471284007,0.8798202375977833,0.533625029640735,0.23174174840737058,0.7553971885948212
179,0.9148729667828897,0.8667927552913146,0.25043765533230716,0.7315318027726815,0.20636563902348126
180,0.8027745802679539,0.008835704782175829,0.39339762382440613,0.5690278074305122,0.8422452508622116
181,0.7070929450859338,0.5191712943900227,0.8204029748827266,0.31287253425513667,0.779826132646634
182,0.9657021775210533,0.5635990574923813,0.32606341829278823,0.8628877888282691,0.028168180753030524
183,0.06420160208226831,0.48222054278353244,0.29377106990881874,0.643297448035157,0.3251010731337425
184,0.3293274679832453,0.3636419853097355,0.4423544453013781,0.3788627923203886,0.3721728883218295
185,0.48123279442652683,0.9002462454477931,0.9304893509565115,0.8370268981705101,0.8476696075266146
186,0.35081964123476295,0.5820473766999148,0.33826792209123396,0.15540520385535936,0.37988450601569196
187,0.16982714007289482,0.924348670778352,0.2557473800114279,0.9184414568293607,0.8055612440082173
188,0.17078921625574361,0.19321377524755384,0.4892176711076085,0.09525081427258746,0.26371921535156123
189,0.22523487412153295,0.10672985037282591,0.6522801028847002,0.3136395052459724,0.38303043767830297
190,0.7081036104033659,0.27034950815716696,0.6083452122432658,0.45073117691663017,0.8433022662278924
191,0.5060694522136723,0.7794431965965578,0.4795604082847257,0.6247416571034391,0.9085315836003526
192,0.3567338355484078,0.732992748877246,0.906008892940663,0.6188856952959245,0.6124446472082893
193,0.323079624628363,0.43572553156492494,0.8591302790375741,0.27602966189415296,0.2859250242057599
194,0.18984229338384376,0.8333806909907603,0.36801388350737646,0.9393162992912919,0.8826937843518579
195,0.6702367847765391,0.6406057893688891,0.34437652605841423,0.9007802961567825,0.8935027316700379
196,0.29932766850935355,0.16059950893929634,0.816861057884204,0.03498726916512409,0.45449707831694036
197,0.17745323102377214,0.012531780580291287,0.8999387827491003,0.12124992478674446,0.3510772723109941
198,0.9596961970836737,0.4357612357482045,0.28079945850855564,0.36093555601187594,0.8034498885086351
199,0.6171989545970497,0.11122473379923706,0.14215627788823246,0.5636813316498968,0.5688650476093517
200,0.1445047034668695,0.24606518125113544,0.41455256484073066,0.4333912753668059,0.3501534033999015
201,0.9740036537620813,0.26585411431354045,0.4565394244762224,0.2744785247739765,0.5514067789610791
202,0.8197615043009394,0.5378950975999407,0.4323581824759097,0.25613274222905685,0.6810584247557382
203,0.539174236580154,0.09172919777631554,0.9015370273049887,0.5361792577544748,0.785725222585683
204,0.5953248077906905,0.9812583385410988,0.9465157824360962,0.7357084656723111,0.0029847412573088296
205,0.5770234900803703,0.7392334336191508,0.35665068526345217,0.9129885300331534,0.7114982283416351
206,0.23402277027502139,0.6902762596176987,0.23665787220379822,0.6107094267985498,0.6757651446087851
207,0.19147233300910252,0.06341322965390113,0.8770365987862472,0.5951309418189624,0.29867635256180713
208,0.18678327551725057,0.048040285690975654,0.8669320816860977,0.05739071923334917,0.6529612663053466
209,0.677475703370516,0.20471315348576177,0.2575692079541767,0.7134459852695666,0.3903074525082605
210,0.6705719207451503,0.5250362142399243,0.2597691545073946,0.03876547488130093,0.95097090181717
211,0.2099866569653563,0.06823920005168067,0.7224707276736614,0.06122991737409716,0.5582780010770322
212,0.03228206638939656,0.3616313372882158,0.8171903680562512,0.8655751882937984,0.7702188854531298
213,0.7070149488138323,0.07195087386195072,0.13412052538193744,0.8247729460251809,0.27963240537808776
214,0.4628407515551732,0.5624667766939483,0.33440738201583425,0.5559882378622139,0.5404270098983219
215,0.556333953471104,0.6215274167382956,0.6991775085468253,0.24688983544991674,0.2757010846835546
216,0.28851929682112176,0.6212038836521587,0.37878522466580283,0.7553653934910375,0.3796737952016017
217,0.883284714627526,0.10000555622515414,0.7968241634337919,0.511304445396444,0.5238346750349798
218,0.7837577113223834,0.47759541081253243,0.06897812112420966,0.872303888200495,0.04143259050007941
219,0.5873499039976481,0.7095003431331656,0.9802512854502383,0.9820147381058864,0.32670261591188116
220,0.8104842983053462,0.49515333054042326,0.05815781127346231,0.24864102389836457,0.27329793816399894
221,0.19071380622647913,0.2998420631164252,0.3805341902460653,0.14111655106278745,0.7991538776607016
222,0.6685169925202691,0.676376028039782,0.8005904790011159,0.5439965728328267,0.5481578801467919
223,0.20566488975224934,0.7753624915413513,0.25239390535562206,0.8502668456559344,0.6185302711414057
224,0.46320075526790233,0.8043268275657671,0.715781009332943,0.41444628534722233,0.9534411665862733
225,0.5707281934710496,0.5763993923964982,0.9163738878608405,0.10874772692945146,0.3281296478751452
226,0.8666619645511211,0.7756104556891648,0.05678291985703534,0.4494034160441826,0.5861818033409698
227,0.04500954954500773,0.8783213245458908,0.32211115456422407,0.9780555233767669,0.6798405236616455
228,0.12110486757278921,0.26906689714541254,0.7328416638021796,0.3275371398427003,0.4764333316559062
229,0.26302734586488596,0.15162353834176384,0.8571261235317774,0.4093509706077995,0.3698873237281337
230,0.9296457550368169,0.8315609839086554,0.723874350634712,0.13177901076631668,0.9038107878112996
231,0.26552199114917524,0.0461929188028877,0.9408695230580739,0.1268139949848631,0.7605424048150857
232,0.584389699825342,0.1541510910490642,0.6741415221655096,0.9569638169653552,0.9617911102616468
233,0.33145520519720667,0.11296356239619196,0.7424690606767216,0.5424983633102886,0.10181119685991395
234,0.8605077232285636,0.3878808062592984,0.6630384053317663,0.8034479343392213,0.7668276500076228
235,0.9626808949586542,0.2786739112728379,0.23999789204280153,0.7548325315160347,0.24801721609394886
236,0.02678112738599016,0.46488054983047367,0.5130118670842397,0.8400334171953906,0.6773929795686259
237,0.660779030372567,0.8864988057736772,0.6902753752129751,0.3099663934356597,0.6359657239477489
238,0.3720974598987859,0.8208844370261233,0.4950635286549108,0.22971505272729117,0.45199935900765353
239,0.36906141587805047,0.45764767992997285,0.28558268310539564,0.32473863251205637,0.29595747519332677
240,0.34297779590696015,0.648362477095884,0.8425604985579747,0.010545549821532291,0.3428563281787385
241,0.11980448931282005,0.33725902395513596,0.2719831520325393,0.8721555174066321,0.7295811446668347
242,0.599814281315335,0.5909276553095864,0.5307596911413773,0.2997084149306374,0.5864385854984843
243,0.5588506213008243,0.23116560826751933,0.18873550195127117,0.23367252752601614,0.36149495150535094
244,0.9619383449344011,0.6105557347311825,0.1946526818679995,0.34533069562590474,0.3338030636807804
245,0.5637056618028221,0.7213102716242127,0.8892770107861377,0.5603331474906813,0.9157147087421419
246,0.9631876268722482,0.8974077242135002,0.19264178277487967,0.39903243162935687,0.2617978767982496
247,0.043181199616181394,0.03246473604206133,0.837748388862319,0.4485064929671698,0.10753395622800242
248,0.14283451993537397,0.2600975786517433,0.6021221120708806,0.6758927473853511,0.744455904315568
249,0.5693340979467143,0.26817979904358596,0.059515798116958354,0.8927067845259311,0.5811976700360166
250,0.2772938749779019,0.5445877163068997,0.5493738679462824,0.7364861110065589,0.3171051727435784
251,0.39432471281804565,0.6700519915757382,0.786406529088535,0.4170034054890363,0.6677663962914216
252,0.20302924306451256,0.45560679038830587,0.09029348060257002,0.3889764634125017,0.3411646848978516
253,0.45049710997230363,0.5599226644606583,0.4648363546147807,0.23413856227876814,0.3501994323116122
254,0.7403817991379205,0.9556930139351536,0.9709541011962484,0.7765665341997671,0.6698839781026181
255,0.9507448400200476,0.4689313355410041,0.5866509625241675,0.6051220155514537,0.011979978133254503
256,0.8456000499524197,0.006755726222356568,0.6345202276280508,0.9131670178717324,0.02496166065224543
257,0.9646012036768009,0.2264431556822686,0.27854312263589914,0.5281950123107804,0.10986431607528988
258,0.09780898516453332,0.3807068463011305,0.3841985276018657,0.26078603728529387,0.14260298422726642
259,0.6207197244752851,0.6195933367799069,0.9889520431370039,0.9334322950396713,0.004223535992417067
260,0.07005360262121721,0.8411478489343005,0.20482995014631408,0.6112326573224544,0.3753806051298158
261,0.0008468075447328294,0.49841073086880555,0.5821288345106852,0.6689689415851463,0.08282422887493555
262,0.6368230777718128,0.04262009813538269,0.1746285602441459,0.6953838569916393,0.8142446721071638
263,0.22975362572116623,0.8502739004943731,0.8118150650687617,0.8204791409200666,0.9914610539025906
264,0.22099077653684296,0.7826107202641972,0.6218817088959426,0.07728682871867569,0.10393969967231322
265,0.48284852835215325,0.613182097417842,0.5528248147549295,0.4036670746795066,0.8667972575140855
266,0.987244023987085,0.1210356209359851,0.37509498644997274,0.7752303098898214,0.06963589019613708
267,0.015551740052215742,0.4050884970715987,0.5573800863860062,0.7177051465607516,0.23954722266073356
268,0.9278027599023214,0.5248024014133434,0.48009841942111525,0.4876216003283948,0.8435981004488998
269,0.722783140089201,0.5637857672317811,0.7660140913328781,0.007832144069115117,0.590842678886538
270,0.22928293664327062,0.20211742128924876,0.6667251414010762,0.04928359749463063,0.7327193655874868
271,0.18386557817734198,0.7711350975288472,0.008585082301086564,0.8483259779882014,0.6080916631383922
272,0.7105775085450137,0.5115275167345201,0.018386448881216474,0.10992099342394972,0.43378852246187793
273,0.14228615754625207,0.1327488984071735,0.5958860920776775,0.21876792997377228,0.20903879962961938
274,0.5710129885629291,0.780182379838814,0.3424658287850384,0.06865868862725232,0.8318774591814955
275,0.8493946677275928,0.00619233466842976,0.9603716299488672,0.6313441931395765,0.941245420398601
276,0.4057813834584822,0.6350642436509553,0.0912677069583461,0.8307962385035944,0.8448076978162344
277,0.4840541760642441,0.26567405529795424,0.5107598088995453,0.9555457874747153,0.7227347278950765
278,0.3216703553794763,0.9922902788772966,0.7017234655176116,0.4398096188432512,0.9122545575008881
279,0.3570172319035563,0.6827878829950702,0.6636951160886209,0.909318165179487,0.654974306652729
280,0.8695393887001083,0.8294834599404589,0.33495517950695997,0.07174876434691989,0.1334231484000612
281,0.7563643106517978,0.10985675442445406,0.001331121045981996,0.16736873120276788,0.6261158576385086
282,0.8690628589313812,0.5699587305201939,0.04452790960417276,0.3557674472633548,0.4361338954231027
283,0.9622042322346984,0.1699277650663607,0.6150632897141373,0.461740359698853,0.8631977362066321
284,0.01099339092527212,0.34492727158403247,0.5416793221355886,0.8707578120952346,0.2066732764297552
285,0.15598923178629023,0.828864960943091,0.4092311038164901,0.9846771638311737,0.6019257560100664
286,0.1296882753043611,0.9447431635435465,0.4552310140655757,0.7407842492904037,0.1269318668231771
287,0.9895145059722453,0.8366066382313888,0.6985357349747234,0.19488392400453936,0.5602930104353759
288,0.5996640267633292,0.3417980319369832,0.5840640124599442,0.5059035694469802,0.5513457771781585
289,0.1975496889867968,0.19280266711081626,0.9241984478634712,0.8077218062910879,0.9784406815349791
290,0.6579214167640213,0.13861606478405072,0.06693811098244289,0.8926390244713012,0.8843069374372168
291,0.9711044984840044,0.8617934432865899,0.7854784989953454,0.9973754703125353,0.0214379955714169
292,0.6366133413688593,0.679083381214974,0.556782682532738,0.3326611313184784,0.7694040337853084
293,0.18028433964408563,0.23059672054499764,0.20498669923681506,0.11888702098481718,0.6069032051245618
294,0.3135552584685062,0.6095314090807857,0.21795425210726316,0.08071361572255391,0.6605714259934802
295,0.5169819604364401,0.021353755331468223,0.8218441068137444,0.16644188568425844,0.11463473676649497
296,0.34445075473381703,0.8930414789326467,0.36938383203104996,0.16518545508014834,0.6051841982093795
297,0.3575892109800919,0.05410448896333502,0.608052323747342,0.3444751855300273,0.8200767651970832
